Type	ID	Name	Comment
7	15	Meditation Ring	"A ring that aids its wearer in spiritual training."
7	16	Critical Ring	"A ring that aids its wearer in doing critical attacks."
7	17	Alluring Ring	"A ring that is rumored to work perfectly in seduction."
7	18	Fascinating Ring	"A magically enhanced ring that is rumored to attract people."
7	19	Ring of Magic	"A ring made from a magical stone that wards off evil from its wearer."
7	20	Lizard Ring	"A ring made out of a lizard's tail."
7	21	Crackshot Ring	"A ring that is rumored to be worn by William Tell, the legendary archer."
7	22	Mage Ring	"A ring usually worn by Mages. You'd have the complete set if you had the Mage Earring and Mage Necklace."
7	23	Gorgeous Ring	"A ring that is beautifully engraved and attracts people."
7	24	Dazzling Ring	"A ring shining with a mysterious light that attracts people."
7	25	Dark Ring	"A ring made out of materials stored in a dark place longer than 100 days. It's good at warding off evil."
7	26	Cure Ring	"A ring shining with a mysterious light that heals the wounded."
7	27	Sage Ring	"A ring that is rumored to be worn by sages. It's better than the Mage Ring."
7	28	Deadshot Ring	"A ring that is rumored to be worn by Robin Hood, the legendary archer."
7	29	Sunset Ring	"A ring that shines with red light just like a sunset. Those who see it feel a sense of romantic loss."
7	30	Full Moon Ring	"Rumored to be crafted under a full moon, this ring shines with a suspicious light."
7	31	Warrior Ring	"A ring specially crafted by the Arumics that improves one's combat prowess."
7	81	Shining Necklace	"A beautiful necklace that sparkles with light."
7	82	Light Necklace	"A necklace that is so light, you might forget that you're wearing it."
7	83	Textual Necklace	"A necklace with characters written on it. It's textually stimulating."
7	84	Fine Necklace	"Made from an incredibly thin thread, you've got to handle this necklace carefully lest you accidentally break it."
7	85	Pierced Necklace	"A necklace with a hole in it, aside from the one you put your head through."
7	86	Glass Necklace	"A fragile glass necklace that looks like it could break at any time. Handle with tender, loving care."
7	87	Smooth Necklace	"A silky smooth necklace for silky smooth people."
7	88	Pointed Necklace	"A necklace with a tapered point that looks unsafe."
7	89	Solid Necklace	"A necklace so tough, even smashing it with a stone wouldn't crack it."
7	90	Amulet Necklace	"A grotesque looking necklace that is said to have some kind of effect when it is burned and its ashes are eaten???"
7	91	Glamour Necklace	"A necklace that lends an air of glamorous beauty."
7	92	Charming Necklace	"This necklace's pretty craftsmanship is sure to lure the attraction of others."
7	93	Talisman Necklace	"A necklace that offers protection from the forces of evil."
7	94	Recovery Necklace	"A necklace that helps speed recovery from your wounds when worn."
7	95	Meditation Necklace	"A necklace which raises one's will and emotional strength."
7	96	Evasion Necklace	"A necklace that contains a power which helps you to evade enemy attacks."
7	97	Alluring Necklace	"It is said that wearing this necklace makes one more alluring to the opposite sex."
7	98	Fascinating Necklace	"A necklace that is enchanted to capture the fascination of those who see it."
7	99	Necklace of Magic	"A necklace made from a magical stone that will protect you from evil."
7	100	Lizard Necklace	"A necklace that is, in essence, a lizard's tail."
7	101	Mage Necklace	"A necklace for Mages. If you had the Mage Ring and Mage Earrings, you'd have the complete set."
7	102	Lucky Necklace	"Necklace that many warriors are said to wear to escape enemy attack."
7	103	Gorgeous Necklace	"A showy necklace that commands attention."
7	104	Dazzling Necklace	"A necklace that dazzles with a strange light."
7	105	Dark Necklace	"A necklace made of materials placed in darkness for 100 days. Somehow, it offers protection from evil."
7	106	Cure Necklace	"A necklace that glows with the light of healing."
7	107	Sage Necklace	"A necklace for sages that is more effective than the Mage Necklace."
7	108	Shadow Necklace	"A necklace that helps you to hide in the shadows."
7	109	Sunset Necklace	"During the sunset, this necklace creates an illusion of two young lovers facing each other."
7	110	Full Moon Necklace	"A necklace that was crafted under a full moon, and shines with a suspicious light."
7	151	Shining Earring	"Beautiful earrings that glimmer with attractive light."
7	152	Light Earring	"Earrings that are so light, you forget you're wearing them."
7	153	Textual Earring	"Earrings with writing on them that's textually attractive."
7	154	Heavy Earring	"Heavy earrings that might place a strain on weaker earlobes."
7	155	Pierced Earring	"Earrings with holes in them."
7	156	Glass Earring	"Fragile looking earrings that should be carefully handled."
7	157	Smooth Earring	"Sleek, smooth earrings for sleek, smooth people."
7	158	Pointed Earring	"Earrings that are tapered to sharp points."
7	159	Solid Earring	"Earrings that won't break if you smash them up with rocks."
7	160	Amulet Earring	"Strange looking earrings that are said to have some kind of effect when burned and the ashes are eaten???"
7	161	Glamour Earring	"Earrings that lend an aura of glamour to the wearer."
7	162	Charming Earring	"Charmingly crafted earrings which bring delight to those who see them."
7	163	Talisman Earring	"Earrings that offer protection from the forces of evil."
7	164	Recovery Earring	"Earrings that help speed recovery from your wounds when worn."
7	165	Meditation Earring	"Earrings which help raise one's will and emotional strength."
7	166	Critical Earring	"When worn, these earrings raise the probability of inflicting critical attacks."
7	167	Alluring Earring	"It is said that wearing these earrings makes one more alluring to the opposite sex."
7	168	Fascinating Earring	"Enchanted earrings that capture the fascination of those who see them."
7	169	Earring of Magic	"Earrings made from magical stone that will protect you from evil."
7	170	Lizard Earring	"Earrings colored with the blood of lizards."
7	171	Mage Earring	"Earrings usually worn by Mages. If you had the Mage Ring and Mage Necklace, you'd have the complete set."
7	172	Deadly Earring	"Earrings that many warriors are said to wear to escape enemy attack."
7	173	Gorgeous Earring	"Showy earrings that command attention."
7	174	Dazzling Earring	"Earrings that dazzle with a strange light."
7	175	Dark Earring	"Earrings made of materials placed in darkness for 100 days. Somehow, they offer protection from evil."
7	176	Cure Earring	"Earrings that glow with the light of healing."
7	177	Sage Earring	"Earrings for sages that are more effective that Mage Earrings."
7	178	Assassin Earring	"Earrings worn by assassins to help them quickly slay their victims."
7	179	Noble Lady's Earring	"Earrings that carry an air of refinement and elegance."
7	180	Angel Earring	"Wearing these earrings is said to raise one's heroic glamour."
7	181	Holy Earring	"Sacred earrings that were created using holy water."
7	182	Tranquil Earring	"Earrings that bring a sense of peace and tranquility to the wearer."
7	183	Silence Earring	"Earrings that bring silence around its wearer's surroundings."
7	184	One-Shot Earring	"Earrings created by a bowman who lived by the battle cry, 'one shot, one kill.'"
7	185	Twinkling	"Earrings created to make someone fall in love with you just by looking at them."
7	186	Siren's Song	"Earrings in which the siren's song of temptation has been sealed."
7	187	Silver Earring	"Earrings constructed from silver crystal that has been purified for 1,000 days."
7	188	Holy Spirit's Earring	"Earrings constructed of blessed stone."
7	189	Saint's Earring	"Earrings made with saintly power which bring stability to a troubled soul."
7	190	Death Blow	"Earrings enchanted with the curse of death. It's said that the breath of the dead rests on these earrings."
7	251	Socket Ring	"There's a socket in this ring where you can insert a Gem."
7	261	Socket Necklace	"There's a socket in this necklace where you can insert a Gem."
7	271	Socket Earring	"There's a socket in these earrings where you can insert a Gem."
7	281	Cornell's Necklace	"A gift from Cornell. (Quest Reward)"
7	282	Lena's Earring	"A gift from Lena. (Quest Reward)"
7	283	Keenu's Ring	"A gift from Keenu. (Quest Reward)"
7	284	Full Moon Necklace	"A necklace that was crafted under a full moon, and shines with a suspicious light. (Quest Reward)"
7	285	Silence Earring	"Earrings that brings silence to its wearer's surroundings. (Quest Reward)"
8	1	Wooden Sword	"A sword made of wood which you can get anywhere."
8	2	Short Sword	"An easily available sword that's perfect for beginners."
8	3	Rapier	"A long, sharp sword that is mainly used for stabbing."
8	4	Khukuri	"A sharply curved sword."
8	5	Long Sword	"A general sword that is favored by many."
8	6	Bushido	"A threatening sword in which the words 'Lethal Attack' are engraved."
8	7	Saber	"A dashing sword which cuts through the wind."
8	8	Elven Sword	"An imitation of the legendary swords used by the Elves."
8	9	Squid Sword	"A sword made in the awe inspiring form of the noble squid race."
8	10	Shark Blade	"A fearsome sword studded with wild shark's teeth."
8	11	Viking Sword	"A sword with a wide blade that was popularized by the Vikings."
8	12	Blood Sword	"A sword cursed with the blood of hundreds. It craves blood."
8	13	Katana	"The sword of choice for veteran samurai."
8	14	Ice Sword	"A mysterious sword that brings a cold gust with every brandish."
8	15	Flare Sword	"A mysterious sword which creates a blaze at every brandish."
8	16	Lord Black Sun Sword	"A sword said to be used by the legendary lord, Black Sun. There are many imitations."
8	17	Flamboyant	"A beautifully crafted sword that is effective in battle situations."
8	18	Righteous Sword	"A magnificent sword decorated with large jewels."
8	19	Black Shamshir	"A long sword attached to someone's skull. A strange sensation comes from gripping the handle."
8	20	Death Bringer	"Since ancient times, this sword has brought the spirit of death to whoever wields it."
8	21	Death Expeller	"A sword, created together with the Death Bringer, that is imbued with the power to expel the spirit of death."
8	22	Simplex Saber	"A simple One-Handed Sword with a rounded blade."
8	23	Mythril Rapier	"A strengthened rapier forged out of mythril."
8	31	Wooden Bat	"A sturdy, reliable bat that's perfect for fighting daughter's boyfriends."
8	32	Monkey Wrench	"A handy, versatile tool that doubles as a weapon."
8	33	Buffoon Mace	"A ridiculous Melee Weapon that looks out of place on the battlefield."
8	34	Ogre Mace	"A solid weapon made from the skeleton of an Ogre."
8	35	Onion Mace	"A simple Melee Weapon topped with an onion."
8	36	Ghost Bat	"An enchanted bat readily used by demons."
8	37	Stone Hammer	"The hammer of choice during the Stone Age."
8	38	Skeleton Hammer	"A hammer made with a really tough skull."
8	39	Ice Hammer	"A huge hammer made of ice crystals that won't melt."
8	40	Morning Star	"A cast iron flail whose destructive potential is definitive of the term 'go medieval.'"
8	41	Pony Hammer	"A hammer made of horseshoe that makes light sounds in battle."
8	42	Blood Mace	"A cursed mace that thirsts for blood."
8	43	Scorpion Club	"A hammer made from a poisonous scorpion's tail."
8	44	Battle Mace	"A Melee Weapon that has been optimized for use in battle."
8	45	Great Hammer	"A destructive hammer whose power rocks the very earth."
8	46	Forest Hammer	"A legendary hammer used by Eldeon's wood workers."
8	47	Labor Hammer	"A hammer with a beautiful jewel that symbolizes authority on Junon. There are many imitations."
8	48	Nirvana Hammer	"A hammer that glitters with royal majesty as you rush into the heat of battle."
8	49	Doom Hammer	"Just one swing from this destructive Melee Weapon can make the ground tremble with a thunderous roar."
8	50	Final Hammer	"The ultimate Melee Weapon whose name signifies the end of the world."
8	51	Bone Club	"A dangerous weapon carved out of animal bone."
8	52	Heavy Bolt	"A Melee Weapon designed to be used for an enormous Castle Gear."
8	61	Simple Bow Gun	"A simple Crossbow that can be used with one hand."
8	62	Cutter Bow Gun	"A Crossbow that fires bolts which can cut through anything."
8	63	Quick Bow Gun	"A Crossbow that provides superior rapid firing power."
8	64	Crossbow Gun	"A Crossbow which provides great destructive power."
8	65	Poison Bow Gun	"A Crossbow smothered with poison curse magic."
8	66	Dark Bow Gun	"A high quality Crossbow that comes in a polished black color."
8	67	Elf Bow Gun	"A gorgeous, yet simple to use, Crossbow that was used by the Elves."
8	68	Anima Bow Gun	"A Crossbow infused with the power of nature."
8	69	OverGear Bow Gun	"The most scientifically advanced Crossbow designed to eradicate foes."
8	70	Steel Bow Gun	"A Bow Gun, constructed of special material, that is powerful enough to pierce solid steel."
8	71	Mythril Bow Gun	"A Bow Gun, constructed out of mythril, which is stronger than the Mythril Bow."
8	72	Cyclone Bow Gun	"A mysterious Crossbow that is said to be able to use the power of the wind."
8	101	Haedong Sword	"Wooden sword used for training that is easily broken."
8	102	Nameless Sword	"Two-Handed Sword for novices."
8	103	Sword of Hardship	"The more hardship you experience with this sword, the more you gain experience."
8	104	Cutter Edge	"Two-Handed Sword that specializes in cutting."
8	105	Surado	"A basic Two-Handed Sword."
8	106	Bull Sword	"A heavy sword decorated with an angry bull. Beware!"
8	107	Two-Handed Sword	"The most basic Two-Handed Sword."
8	108	After Blade	"A beautiful sword that looks resplendent when giving the finishing touch."
8	109	Executioner	"A sword used in the gruesome task of decapitation."
8	110	Bastard Sword	"A sword that seems to be intended for two-handed use, but beginners might confuse it for one-handed use."
8	111	Claymore	"An aristocratic sword adorned with jewels and the image of a crow."
8	112	Flamberge	"A sword with a wavy edge."
8	113	Dragon Sword	"A sword in which the blade is generally decorated with the image of a dragon."
8	114	Heroic Sword	"A sword filled with the spiritual power of the Orient."
8	115	Great Sword	"An enormous sword that you are barely able to carry."
8	116	Giant Sword	"A huge sword that was used by the king of the Orcs."
8	117	Shion's Guardian	"A very heavy sword used by a great war hero in a distant land."
8	118	Sacred Hander	"An enormous Two-Handed Sword that is easily larger than other weapons in its class."
8	119	Explosion Hander	"A mysterious sword which explodes upon impact. There are few surviving victims, if any."
8	120	Sword	"A normal sword generally carried by Soldiers."
8	121	Rookie Sowrd	"A very basic sword typically used by Rookie Knights."
8	131	Woodman Axe	"A cheap Axe used by woodcutters."
8	132	Small Axe	"An Axe commonly used by ruffians and trouble makers."
8	133	Battle Axe	"A specially crafted weapon that can be used as both an axe and a hammer."
8	134	Tomahawk	"An Axe that, through some kind of illusion, looks just like an eagle."
8	135	Orc Axe	"A dull Axe made of animal bone that was used by the Orcs."
8	136	Tower Axe	"An Axe with a splendidly long blade."
8	137	Cross Axe	"A unique battle Axe with four blades that comes in handy for close shaves."
8	138	Silver Axe	"A silver Axe that is somehow effective in healing your wounds."
8	139	Golden Axe	"An Axe of gold that everyone seems to want."
8	140	Great Axe	"A fearsome Axe with two huge blades."
8	141	Ice Axe	"An Axe with blades whose edges emanate intense coldness."
8	142	Flame Axe	"An Axe that always emits flames from its blade edges. Be careful when handling it."
8	143	Earthquake	"An Axe filled with the power of the earth, making it capable of starting earthquakes."
8	144	Bloody Axe	"A dreadful Axe that, once held, induces a craving for bloodshed."
8	145	Collapse Axe	"An Axe with long and bulky blades."
8	146	Adamantium Axe	"An Axe made of Adamantium which can never be broken. There are many imitations."
8	147	Titan Axe	"An axe that was used by the titans. It's so large that most people can't even lift it."
8	148	Behead Axe	"An axe used to behead criminals. It's filled with the resentment of those it has killed."
8	149	Nail Hatchet	"An axe contructed out of a few nails and some wood from a nigh-indestructible tree. Contrary to its appearance, it's supposedly very powerful."
8	150	Goblin Hatchet	"An elaborately decorated axe constructed by Goblin smiths."
8	161	Bamboo Spear	"A simple Spear made of bamboo."
8	162	Javelin	"A Spear that is built for throwing rather than stabbing."
8	163	Round Spear	"A light Spear with rounded blade."
8	164	Scimitar	"An imitation of the Spear used by Kwanwoo. No one's really sure of its power."
8	165	Bardiche	"A unique Spear whose point is shaped like an axe blade."
8	166	Iron Spear	"A widely used Spear that provides great power considering its price."
8	167	Trident	"A three pronged Spear that should never be used as a fork."
8	168	Death Spear	"The god of Death's weapon of choice."
8	169	Halberd	"A versatile Spear that can be used to chop, stab and slice."
8	170	Lightning Spear	"An electrical Spear that can summon thunder. Be careful lest it shock you."
8	171	Shining Spear	"A radiant Spear that always dazzles brightly."
8	172	Chaos Spear	"An abominable Spear surrounded with a swirling aura of darkness."
8	173	Gungnir	"A mythical Spear that is said to be used by Odin, leader of the Norse gods."
8	174	Oriental Spear	"A legendary Spear used by Yeopo, a famous commander."
8	175	Dragon Spear	"A Spear that is said to have been used by a dragon as its toothpick."
8	176	Dagan Spear	"A Spear which seems to have been made to hunt huge animals."
8	177	Longinus Spear	"Just by holding this saintly Spear, you can sense the presence of evil."
8	178	Nimrodpiece	"It is said that scars made by this Spear never truly heal."
8	179	Fury Spantun	"A demonic spear which brings out outrageously destructive impulses in those who wield it."
8	180	Punisher Drill	"Spear capable of piercing through bodies and used in executions."
8	181	Keil Cutter	"A weapon that is designed to render your opponent's weapon useless."
8	182	Reams Puricator	"This power of this mysterious weapon cannot be ignored on account of its humongous size."
8	201	Toy Bow	"A funny Bow that seems to have been made as a children's toy."
8	202	Short Bow	"A Bow that's so easy to use, even a child can use it."
8	203	Long Bow	"The most fundamental Bow for established Bow attack strategies."
8	204	Orc Bow	"The basic Bow for Orc Archers."
8	205	White Wing Bow	"A Bow that is made in the form of a little angel's wing."
8	206	Elf Bow	"A powerful Bow that was used by the Elves."
8	207	Iron Bow	"A solid Bow that is constructed of iron."
8	208	Maiya Bow	"A Bow that calls forth the determination of shepherd boys who have decided to eradicate the wolves that have stolen their sheep."
8	209	Rider Bow	"An awesome Bow used by noble warriors wearing the mask of the grasshopper."
8	210	Half-Elf Bow	"The basic Bow that was used by Half Elves."
8	211	Mythril Bow	"A Bow made of Mythril whose quality is guaranteed after purchase."
8	212	Bow of East Archer	"A Bow that was popularly used in the East."
8	213	Cupid Bow	"A Bow imbued with Cupid's charms."
8	214	Bow of Wind Spirit	"A mysterious Bow that contains the spirit of the wind."
8	215	Dual Stick Bow	"A Bow said to be used by a legend. However, there are many imitations."
8	216	Mediator Bow	"A Bow whose true power shines when violence is avoided for the sake of justice."
8	217	Lynx Bow	"A legendary Bow used by Eldeon's Hunters."
8	218	Bifenith Bow	"The standard Bow used long ago by a group of warriors united by Robin Hawker."
8	219	Zephyr Long Bow	"A Bow created with the power of the wind."
8	220	Six Stick Bow	"A combination of multiple bows, this Bow offers the most powerful shooting force."
8	221		""
8	222		""
8	223		""
8	231	Bubble Gun	"A Gun that fires bubbles at high speeds to confuse the enemy."
8	232	Air Gun	"A Gun operated with an air powered piston to fire small plastic BBs."
8	233	Gloria Gun	"Despite being a pistol, the Gloria Gun has an excellent rapid fire rate."
8	234	Iron Rifle	"A model of one of the very first rifles that introduced the use of guns in battle."
8	235	Iron Shotgun	"A shotgun that is especially effective at point blank range. Don't get too close to it!"
8	236	Sorden Gun	"A cumbersome looking Gun, it offers decent power but isn't very good at firing rapidly."
8	237	Edge Gun	"A pistol whose accuracy can be compared to that of ninja assassins."
8	238	Showdown Gun	"A Gun with that emits a robust, exciting sound when it fires, making it a real crowd pleaser."
8	239	Beretta	"A Gun with enough power to exterminate zombies."
8	240	Sniper Gun	"A rifle that is well suited to accurately targeting enemies from a great distance."
8	241	Justice Cannon	"A cannon whose power reflects the fervor of those who fight for justice."
8	242	RP-911	"An all purpose Gun that is perfectly endowed with speed, precision and gentleness."
8	243	Piercing Gun	"A Gun with the power to pierce absolutely anything."
8	244	Remington	"A masterpiece that combines both incredible power and gorgeous design."
8	245	Brave Gun	"A rifle of judgment that only one that truly has courage may use."
8	246	Bastard Gun	"At long last, a weapon that is half gun, half Bastard Sword. It's specially patented."
8	247	Steam Shocker	"A product of both science and magic, the Mana Steam Shocker is a truly fantastic gun."
8	248	Shock Impact Gun	"An ornamentally designed Gun which actually has considerable destructive capability."
8	249	White Night Gun	"A very practical Gun which shoots blinding bursts of light."
8	261	Wooden Launcher	"A simple Launcher constructed out of wood."
8	262	Basic Launcher	"A basic Launcher that is fairly stable."
8	263	Hard Launcher	"A tough Launcher that won't break easily."
8	264	Bronze Launcher	"A sturdy Launcher made entirely of bronze."
8	265	Marble Launcher	"A fancy launcher made of out high quality marble."
8	266	Orc Launcher	"A heavy Launcher used by the Orc Warriors."
8	267	Mythril Launcher	"A masterpiece of a Launcher constructed of high grade Mythril."
8	268	Cross Launcher	"An attractive Launcher decorated with crossed blades."
8	269	Burning Launcher	"Launcher with explosive power that shoots flaming shells."
8	270	Shadow Launcher	"A Launcher that is said to shoot the essence of darkness itself."
8	271	Corsair Cannon	"A Launcher used by pirates in their own flying ships."
8	272	Particle Cannon	"A Launcher that harnesses the energy of the earth to fire powerful shots."
8	273	Mana Cannon	"A powerful Launcher that gathers Mana Energy to fire destructive bursts."
8	274	Ferrell Cannon	"Originally designed to protect the merchants of the Ferrell Guild, the Ferrell Cannon has been remodeled for use in siege warfare."
8	275	Spero Shooter	"A dreadfully powerful weapon developed by Spero. This must be a mistake!"
8	276	Breakdown Cannon	"A powerful Launcher whose only purpose is to reduce anything to rubble."
8	277	Reverse Cannon	"An incredibly lethal weapon whose power well exceeds self-defense purposes."
8	301	Baobab Rod	"A basic Rod made of out Baobab wood."
8	302	Lemmings Rod	"A cute Rod that's good for handling mice."
8	303	Animal Rod	"A shepherd's Rod that provides suitable damage."
8	304	Mage's Rod	"A Mage's Rod that contains just a little bit of magic."
8	305	White Staff	"A Staff that is white as snow, and is very popular amongst the ladies."
8	306	Wisp Staff	"A monster's Staff that is always following the light of spirits."
8	307	Shadow Staff	"An uncommon Staff in which dark magic is sealed."
8	308	Golden Staff	"An everlasting Staff constructed out of pure gold."
8	309	Anima Staff	"A Mage's Staff that contains the magic power of Anima."
8	310	Land Staff	"A Mage's Staff that contains the power of the earth."
8	311	Holy Staff	"A clergyman's Staff which contains the power of holiness."
8	312	Dark Staff	"A heretic's Staff that flows with dark energy."
8	313	Rune Staff	"A Mage's Staff engraved with mystic runes."
8	314	Full Moon Rod	"A Mage's Rod that is in the shape of the full moon."
8	315	Crystal Rod	"A magical Rod that is made out of crystal."
8	316	Devil Rod	"A cursed Rod that steals souls."
8	317	Oracle Staff	"A Staff used to create miracles by Seyrun the Sage."
8	318	Twinkle Staff	"A Staff which greatly raises magical power."
8	319	Sparkle Staff	"A Staff that summons more magical power than the Twinkle Staff."
8	320	Prayer Staff	"A mace constructed from a tree struck by lightning. It conceals an astonishing power."
8	321	Cypress Pole	"A long Staff made from a cypress tree that was saturated with someone's hatred. It's filled with magic that tempts those who see this Staff."
8	322	Ikaness Staff	"A Staff with that hasn't yet revealed its true power. A strange energy can be sensed from it."
8	331	Baobab Wand	"Constructed from wood from the Baobab tree, this Wand contains a small amount of magic power."
8	332	Mage's Wand	"A basic Wand used by Mages to focus their mystic energies."
8	333	Sorcerer's Wand	"A Wand, used by sorcerers, in which offensive magic sealed."
8	334	Elven Wand	"A Wand containing the holy magic of the Elves."
8	335	Silence Wand	"A magic Wand that contains the power to bring silence to its surroundings."
8	336	Windphon Wand	"A divine Wand that can call forth the wind."
8	337	Flame Wand	"A Mage's Wand that can shoot magical flames."
8	338	Thunder Wand	"A Mage's Wand that can mystically discharge lightning."
8	339	Blizzard Wand	"A Mage's Wand that can magically shoot ice fragments."
8	340	Recovery Wand	"A magical Wand that contains restorative energies."
8	341	Windstorm Wand	"A Wand that was been magically constructed to call forth wind vacuums."
8	342	Holy Wand	"A magic Wand that flows with the power of holiness."
8	343	Shadow Wand	"A Mage's Wand that contains dark energies."
8	344	Bleak Wind	"A Wand that can call forth windstorms. Most Mages cannot handle its sheer power."
8	345	Conjurer's Wand	"A mysterious Wand once owned by Ishtal Silver. Somehow, this wand is supposed to be able to talk to its owner???"
8	346	Twister Wand	"The incantation to cause tornados was written on this Wand by witches. The actual effectiveness of this incantation is uncertain."
8	347	Snake Wand	"A short Wand that is shaped like a Cobra at its end."
8	348	Ouroboros Wand	"This Wand is a symbol of Ouroboros, the mythical eight headed serpent."
8	349	Blaze Wand	"This wand is constructed of a unique material that cannot be burned away."
8	350	Vision Wand	"A wand that is said to contain the power to enable its user to see through all objects."
8	351	Icicle	"It is said that overuse of the Icicle will slowly chill your body until it is frozen."
8	401	Knuckle	"Just wearing this thing boosts your courage by a hundredfold."
8	402	Sword Knuckle	"Knuckles that have been fitted with daggers. It's like punching and stabbing at the same time."
8	403	Katar	"Long blades that are worn on the wrist, allowing you to attack enemies quickly."
8	404	Rake Hand	"A sharp, rake-like weapon that can gather fallen leaves."
8	405	Wolf's Paw	"A glove with sharp claws, imitating the paw of the wolf."
8	406	Bear's Paw	"A glove with sharp claws, imitating the paw of the bear."
8	407	Spike Knuckle	"A fearsome Knuckle covered with pointy spikes."
8	408	Crescent Knuckle	"A beautiful Knuckle with crescent shaped blades."
8	409	Dual Patar	"Long spears that are worn on both hands."
8	410	Shaft Claw	"A powerful Knuckle with long claws designed for nimble attacks."
8	411	Assassin Katar	"Powerful, long bladed Katars used by those who live in the shadows."
8	412	Dragon Knuckle	"A high class Knuckle adorned with the face of a dragon."
8	413	Sudden Raid Dagger	"The Katar for Raiders who have an 'all or nothing' philosophy in battle."
8	414	Stiletto	"A stiletto used by a legendary person, but there has been many imitations."
8	415	Fenrir's Tooth	"Katar made from the bones of an unknown creature. Pray that you never meet the person who wields this weapon!"
8	416	Phantasma Knuckle	"A weapon whose power increases as its Mana Energy develops. The ignorant fear the fireballs it can summon."
8	417	Bloody Hook Knuckle	"Captain Hook's horrific Hook. According to legend, he was able to defeat all his enemies with just that hand."
8	418	Hawk Knuckle	"Charming Knuckle weapons that are shaped like the head of a hawk. "
8	419	Raven Knuckle	"The latest work from the craftsman who created the Hawk Knuckle."
8	420	Crust Knuckle	"A peculiar Knuckle carved from tough animal bone."
8	421	Glove Knuckle	"A set of Knuckles consisting of a pair of gloves made from thick leather."
8	422	Mythril Knuckle	"A set of Knuckles made with sharp mythril blades."
8	431	Khukuri & Long Sword	"A Khukuri in one hand and a Long Sword in the other. A basic dual sword combination."
8	432	Long Sword & Mace	"This dual sword combination allows you to both cut and smash!"
8	433	Dual Bushido	"A matching set of swords with the words 'lethal attack' engraved. This is serious business."
8	434	Twin Ghost Bat	"Not one, but two enchanted bats for double the smash."
8	435	Saber & Elven Sword	"A splendid dual sword combination."
8	436	Dual Ocean Swords	"Ocean combination dual sword set. If your enemies aren't impressed by the shark, they'll fear the squid."
8	437	Viking Sword & Axe	"A Viking Sword in one hand and an Axe in the other spells out a pretty savage dual sword combination."
8	438	Blood Sword & Axe	"A powerful dual sword combination. If the Blood Sword doesn't get them, the Axe will."
8	439	Dual Katana	"An uncommon dual sword combination in the style of the great warrior, Musashi."
8	440	Ice & Flare Swords	"Dual Sword combination in which you wield Ice in one hand and Fire in the other."
8	441	Dual Flare Swords	"Most people are unable to wield two Flame Swords at the same time, as just the air around these dual weapons is scalding."
8	442	Brilliant Dual Wield	"The man whose courage is deeply hidden will cast away his shield and take up swords in both arms."
8	443	Spirits Dual Wield	"The beauty of this dual sword set belies the incredible attack efficiency of this weapon combination."
8	444	Desperado Dual Wield	"The dual sword choice of pirates. This combination offers incredible offensive power."
8	445	Glorious Dual Wield	"A knight's dual sword combination that symbolizes both valor and honor."
8	446	Demise Dual Weapon	"A dual weapon combination of two Death Bringers which carry a suffocating aura of power."
8	447	Living Dead	"A dual weapon combination of a Death Bringer complemented with a Death Expeller."
8	448	Mythril Dual Wield	"A dual weapon combination of two Mythril Rapiers."
8	461	Grody Scrubber	"A scrubbing brush used to clean school bathrooms. User restricted item."
8	462	Pink Guitar	"A special guitar built especially for rhythm game maniacs."
8	463	Angel Recorder	"A required instrument for elementary school students of a famous magic academy.  It can't be played by anyone else!"
8	464	Rose Bouquet	"The pain from sadness of partng is just like the sting of these roses' thorns."
8	465		""
8	466		""
8	501	Golden Long Sword	"A general sword that is favored by many."
8	502	Grand Saber	"A dashing sword which cuts through the wind."
8	503	Dark Elven Sword	"An imitation of the legendary swords used by the Elves."
8	504	Legend Squid Sword	"A sword made in the awe inspiring form of the noble squid race."
8	505	Saint Shark Blade	"A fearsome sword studded with wild shark's teeth."
8	506	Golden Shark Blade	"A fearsome sword studded with wild shark's teeth."
8	507	Grand Viking Sword	"A sword with a wide blade that was popularized by the Vikings."
8	508	Dark Viking Sword	"A sword with a wide blade that was popularized by the Vikings."
8	509	Legend Blood Sword	"A sword cursed with the blood of hundreds. It craves blood."
8	510	Golden Blood Sword	"A sword cursed with the blood of hundreds. It craves blood."
8	511	Saint Katana	"The sword of choice for veteran samurai."
8	512	Grand Katana	"The sword of choice for veteran samurai."
8	513	Legend Ice Sword	"A mysterious sword that brings a cold gust with every brandish."
8	514	Golden Ice Sword	"A mysterious sword that brings a cold gust with every brandish."
8	515	Grand Flare Sword	"A mysterious sword which creates a blaze at every brandish."
8	516	Saint Lord Black Sun Sword	"A sword said to be used by the legendary lord, Black Sun. There are many imitations."
8	517	Dark Lord Black Sun Sword	"A sword said to be used by the legendary lord, Black Sun. There are many imitations."
8	518	Grand Flamboyant	"A beautifully crafted sword that is effective in battle situations."
8	519	Elven Flamboyant	"A beautifully crafted sword that is effective in battle situations."
8	520	Legend Righteous Sword	"A magnificent sword decorated with large jewels."
8	521	Golden Righteous Sword	"A magnificent sword decorated with large jewels."
8	522	Demon Black Shamshir	"A long sword attached to someone's skull. A strange sensation comes from gripping the handle."
8	523	Legend Black Shamshir	"A long sword attached to someone's skull. A strange sensation comes from gripping the handle."
8	531	Legend Ogre Mace	"A solid weapon made from the skeleton of an Ogre."
8	532	Golden Onion Mace	"A simple Melee Weapon topped with an onion."
8	533	Saint Ghost Bat	"An enchanted bat readily used by demons."
